
2022-12-09 03:01:24: R15 datasets process: alg_name=QuickDSC, shape=(600, 2), k_neighbors=2, n_clusters=15, nmi=0.9885, ari=0.9856, ami=0.9876, time_cost=0.0188s
2022-12-11 18:25:49: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=159, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=12.6902s

2022-12-11 18:26:02: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=160, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=13.1264s

2022-12-11 18:26:14: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=161, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=12.2312s

2022-12-11 18:26:29: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=162, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=14.3566s

2022-12-11 18:26:40: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=163, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=11.8548s

2022-12-11 18:26:53: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=164, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=12.6604s

2022-12-11 18:27:07: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=165, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=13.4226s

2022-12-11 18:27:20: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=166, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=13.3386s

2022-12-11 18:27:32: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=167, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=12.4388s

2022-12-11 18:27:46: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=168, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=13.8777s

2022-12-11 18:27:59: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=169, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=12.3981s

2022-12-11 18:28:12: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=170, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=13.2168s

2022-12-11 18:28:25: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=171, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=12.7323s

2022-12-11 18:28:38: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=172, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=12.9390s

2022-12-11 18:28:51: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=173, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=13.8656s

2022-12-11 18:29:07: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=174, n_clusters=5, nmi=0.6555, ari=0.4047, ami=0.6550, time_cost=15.9242s

2022-12-11 18:29:21: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=175, n_clusters=5, nmi=0.6555, ari=0.4047, ami=0.6550, time_cost=13.8172s

2022-12-11 18:29:35: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=176, n_clusters=5, nmi=0.6555, ari=0.4047, ami=0.6550, time_cost=13.6805s

2022-12-11 18:29:47: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=177, n_clusters=5, nmi=0.6555, ari=0.4047, ami=0.6550, time_cost=12.3511s

2022-12-11 18:30:01: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=178, n_clusters=5, nmi=0.6555, ari=0.4047, ami=0.6550, time_cost=13.9944s

2022-12-11 18:30:15: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=179, n_clusters=5, nmi=0.6544, ari=0.4036, ami=0.6539, time_cost=13.6390s

2022-12-11 18:30:29: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=180, n_clusters=5, nmi=0.6555, ari=0.4047, ami=0.6550, time_cost=13.9705s

2022-12-11 18:30:43: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=181, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.3257s

2022-12-11 18:30:57: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=182, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.6091s

2022-12-11 18:31:11: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=183, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.8022s

2022-12-11 18:31:25: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=184, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.2403s

2022-12-11 18:31:40: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=185, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.7195s

2022-12-11 18:31:54: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=186, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.2783s

2022-12-11 18:32:08: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=187, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.2354s

2022-12-11 18:32:23: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=188, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.2090s

2022-12-11 18:32:38: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=189, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=15.2038s

2022-12-11 18:32:53: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=190, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=15.5902s

2022-12-11 18:33:08: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=191, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=14.3110s

2022-12-11 18:33:21: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=192, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=12.7620s

2022-12-11 18:33:34: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=193, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.2904s

2022-12-11 18:33:46: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=194, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=12.4525s

2022-12-11 18:34:00: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=195, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.0737s

2022-12-11 18:34:14: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=196, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.9155s

2022-12-11 18:34:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=197, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.5515s

2022-12-11 18:34:40: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=198, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=11.7474s

2022-12-11 18:34:55: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=199, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=14.8456s

2022-12-11 18:35:07: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=200, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=12.5295s

2022-12-11 18:35:20: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=201, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=12.4243s

2022-12-11 18:35:33: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=202, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.7952s

2022-12-11 18:35:47: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=203, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.4502s

2022-12-11 18:36:00: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=204, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.2344s

2022-12-11 18:36:14: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=205, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.9249s

2022-12-11 18:36:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=206, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.8165s

2022-12-11 18:36:41: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=207, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.5007s

2022-12-11 18:36:55: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=208, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.6858s

2022-12-11 18:37:08: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=209, n_clusters=5, nmi=0.6532, ari=0.4026, ami=0.6528, time_cost=13.3206s

2022-12-12 01:02:44: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=2, n_clusters=60, nmi=0.7324, ari=0.3582, ami=0.7182, time_cost=1.6613s

2022-12-12 01:02:45: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=3, n_clusters=60, nmi=0.7306, ari=0.3574, ami=0.7153, time_cost=1.2242s

2022-12-12 01:02:47: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=4, n_clusters=60, nmi=0.7287, ari=0.3534, ami=0.7130, time_cost=1.2742s

2022-12-12 01:02:48: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=5, n_clusters=60, nmi=0.7340, ari=0.4350, ami=0.7178, time_cost=1.1253s

2022-12-12 01:02:49: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=6, n_clusters=60, nmi=0.7299, ari=0.4430, ami=0.7133, time_cost=1.1258s

2022-12-12 01:02:50: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=7, n_clusters=60, nmi=0.7239, ari=0.4308, ami=0.7075, time_cost=1.0821s

2022-12-12 01:02:51: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=8, n_clusters=60, nmi=0.7262, ari=0.4571, ami=0.7115, time_cost=1.1987s

2022-12-12 01:02:53: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=9, n_clusters=60, nmi=0.7114, ari=0.3967, ami=0.6977, time_cost=1.2320s

2022-12-12 01:02:54: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=10, n_clusters=60, nmi=0.7087, ari=0.3955, ami=0.6953, time_cost=1.1398s

2022-12-12 01:02:55: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=11, n_clusters=60, nmi=0.6894, ari=0.3808, ami=0.6765, time_cost=1.2502s

2022-12-12 01:02:56: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=12, n_clusters=60, nmi=0.6955, ari=0.3532, ami=0.6823, time_cost=1.2241s

2022-12-12 01:02:58: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=13, n_clusters=60, nmi=0.6881, ari=0.3476, ami=0.6754, time_cost=1.2090s

2022-12-12 01:02:59: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=14, n_clusters=60, nmi=0.6546, ari=0.2456, ami=0.6403, time_cost=1.1334s

2022-12-12 01:03:00: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=15, n_clusters=60, nmi=0.6418, ari=0.2437, ami=0.6276, time_cost=1.2142s

2022-12-12 01:03:02: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=16, n_clusters=60, nmi=0.6459, ari=0.2471, ami=0.6320, time_cost=1.5458s

2022-12-12 01:03:03: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=17, n_clusters=60, nmi=0.6355, ari=0.2412, ami=0.6225, time_cost=1.5629s

2022-12-12 01:03:04: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=18, n_clusters=60, nmi=0.6264, ari=0.2313, ami=0.6131, time_cost=1.2253s

2022-12-12 01:03:06: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=19, n_clusters=60, nmi=0.6326, ari=0.2326, ami=0.6192, time_cost=1.2778s

2022-12-12 01:03:07: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=20, n_clusters=60, nmi=0.6428, ari=0.2360, ami=0.6290, time_cost=1.2909s

2022-12-12 01:03:08: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=21, n_clusters=60, nmi=0.6464, ari=0.2430, ami=0.6329, time_cost=1.2569s

2022-12-12 01:03:10: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=22, n_clusters=60, nmi=0.6345, ari=0.2306, ami=0.6213, time_cost=1.5710s

2022-12-12 01:03:12: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=23, n_clusters=60, nmi=0.6193, ari=0.2240, ami=0.6063, time_cost=1.4282s

2022-12-12 01:03:13: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=24, n_clusters=60, nmi=0.6295, ari=0.2321, ami=0.6163, time_cost=1.5047s

2022-12-12 01:03:15: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=25, n_clusters=60, nmi=0.6293, ari=0.2312, ami=0.6159, time_cost=1.4581s

2022-12-12 01:03:16: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=26, n_clusters=60, nmi=0.6207, ari=0.2244, ami=0.6067, time_cost=1.5164s

2022-12-12 01:03:18: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=27, n_clusters=60, nmi=0.6204, ari=0.2325, ami=0.6070, time_cost=1.5535s

2022-12-12 01:03:20: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=28, n_clusters=60, nmi=0.6209, ari=0.2319, ami=0.6077, time_cost=1.8337s

2022-12-12 01:03:21: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=29, n_clusters=60, nmi=0.6130, ari=0.2296, ami=0.5995, time_cost=1.5809s

2022-12-12 01:03:23: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=30, n_clusters=60, nmi=0.6261, ari=0.2356, ami=0.6126, time_cost=1.4714s

2022-12-12 01:03:24: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=31, n_clusters=60, nmi=0.6253, ari=0.2362, ami=0.6120, time_cost=1.4389s

2022-12-12 01:03:26: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=32, n_clusters=60, nmi=0.6241, ari=0.2348, ami=0.6107, time_cost=1.4068s

2022-12-12 01:03:27: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=33, n_clusters=60, nmi=0.6195, ari=0.2339, ami=0.6063, time_cost=1.5487s

2022-12-12 01:03:29: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=34, n_clusters=60, nmi=0.6269, ari=0.2348, ami=0.6137, time_cost=1.5827s

2022-12-12 01:03:30: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=35, n_clusters=60, nmi=0.6256, ari=0.2335, ami=0.6123, time_cost=1.5785s

2022-12-12 01:03:32: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=36, n_clusters=60, nmi=0.6296, ari=0.2444, ami=0.6170, time_cost=1.6805s

2022-12-12 01:03:34: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=37, n_clusters=60, nmi=0.6314, ari=0.2458, ami=0.6192, time_cost=1.7191s

2022-12-12 01:03:36: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=38, n_clusters=60, nmi=0.6088, ari=0.1759, ami=0.5953, time_cost=1.7940s

2022-12-12 01:03:38: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=39, n_clusters=60, nmi=0.5963, ari=0.1734, ami=0.5832, time_cost=1.8889s

2022-12-12 01:03:39: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=40, n_clusters=60, nmi=0.6221, ari=0.1830, ami=0.6093, time_cost=1.5882s

2022-12-12 01:03:41: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=41, n_clusters=60, nmi=0.6021, ari=0.1769, ami=0.5893, time_cost=1.9489s

2022-12-12 01:03:43: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=42, n_clusters=60, nmi=0.6058, ari=0.1788, ami=0.5928, time_cost=1.7897s

2022-12-12 01:03:45: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=43, n_clusters=60, nmi=0.5827, ari=0.1732, ami=0.5702, time_cost=1.8960s

2022-12-12 01:03:47: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=44, n_clusters=60, nmi=0.5970, ari=0.1710, ami=0.5840, time_cost=1.9903s

2022-12-12 01:03:49: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=45, n_clusters=60, nmi=0.5924, ari=0.1590, ami=0.5793, time_cost=1.7816s

2022-12-12 01:03:51: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=46, n_clusters=60, nmi=0.5800, ari=0.1567, ami=0.5670, time_cost=1.7232s

2022-12-12 01:03:53: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=47, n_clusters=60, nmi=0.5854, ari=0.1509, ami=0.5724, time_cost=1.7898s

2022-12-12 01:03:54: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=48, n_clusters=60, nmi=0.5705, ari=0.1557, ami=0.5575, time_cost=1.7460s

2022-12-12 01:03:56: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=49, n_clusters=60, nmi=0.5756, ari=0.1584, ami=0.5629, time_cost=1.7923s

2022-12-12 01:03:58: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=50, n_clusters=60, nmi=0.5843, ari=0.1602, ami=0.5714, time_cost=2.0144s

2022-12-12 01:04:01: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=51, n_clusters=60, nmi=0.5853, ari=0.1605, ami=0.5726, time_cost=2.3382s

2022-12-12 01:04:03: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=52, n_clusters=60, nmi=0.5761, ari=0.1597, ami=0.5638, time_cost=2.3255s

2022-12-12 01:04:05: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=53, n_clusters=60, nmi=0.5759, ari=0.1598, ami=0.5637, time_cost=2.0653s

2022-12-12 01:04:07: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=54, n_clusters=60, nmi=0.5906, ari=0.1630, ami=0.5783, time_cost=2.1462s

2022-12-12 01:04:10: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=55, n_clusters=60, nmi=0.5781, ari=0.1494, ami=0.5655, time_cost=2.3878s

2022-12-12 01:04:12: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=56, n_clusters=60, nmi=0.5708, ari=0.1485, ami=0.5586, time_cost=2.2058s

2022-12-12 01:04:15: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=57, n_clusters=60, nmi=0.5768, ari=0.1491, ami=0.5648, time_cost=2.5786s

2022-12-12 01:04:17: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=58, n_clusters=60, nmi=0.6195, ari=0.2251, ami=0.6087, time_cost=2.2949s

2022-12-12 01:04:19: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=59, n_clusters=60, nmi=0.6203, ari=0.2253, ami=0.6096, time_cost=1.9102s

2022-12-12 01:04:21: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=60, n_clusters=60, nmi=0.6188, ari=0.2249, ami=0.6081, time_cost=1.9642s

2022-12-12 01:04:23: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=61, n_clusters=60, nmi=0.6141, ari=0.2203, ami=0.6031, time_cost=2.0250s

2022-12-12 01:04:25: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=62, n_clusters=60, nmi=0.6219, ari=0.2386, ami=0.6110, time_cost=1.9144s

2022-12-12 01:04:27: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=63, n_clusters=60, nmi=0.6196, ari=0.2188, ami=0.6087, time_cost=2.0432s

2022-12-12 01:04:29: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=64, n_clusters=60, nmi=0.6151, ari=0.2178, ami=0.6041, time_cost=2.1661s

2022-12-12 01:04:31: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=65, n_clusters=60, nmi=0.5621, ari=0.1517, ami=0.5502, time_cost=2.1011s

2022-12-12 01:04:33: MFCCs datasets process: alg_name=QuickDSC, shape=(7195, 22), k_neighbors=66, n_clusters=60, nmi=0.6031, ari=0.2093, ami=0.5922, time_cost=2.0772s

2022-12-12 05:48:39: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=2, n_clusters=10, nmi=0.3414, ari=0.1583, ami=0.3412, time_cost=16657.9016s

2022-12-12 09:31:27: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=3, n_clusters=10, nmi=0.3316, ari=0.1456, ami=0.3314, time_cost=13367.5632s

2022-12-12 12:58:18: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=4, n_clusters=10, nmi=0.3629, ari=0.2205, ami=0.3627, time_cost=12411.2296s

2022-12-12 16:03:50: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=5, n_clusters=10, nmi=0.3979, ari=0.1841, ami=0.3978, time_cost=11131.6135s

2022-12-12 18:56:32: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=6, n_clusters=10, nmi=0.4575, ari=0.2460, ami=0.4573, time_cost=10361.6158s

2022-12-12 21:51:16: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=7, n_clusters=10, nmi=0.4718, ari=0.2837, ami=0.4717, time_cost=10484.1991s

2022-12-13 00:34:18: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=8, n_clusters=10, nmi=0.4786, ari=0.3121, ami=0.4785, time_cost=9782.1658s

2022-12-13 03:23:25: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=9, n_clusters=10, nmi=0.4517, ari=0.2715, ami=0.4515, time_cost=10146.1400s

2022-12-13 06:09:16: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=10, n_clusters=10, nmi=0.4168, ari=0.1854, ami=0.4166, time_cost=9951.3039s

2022-12-13 08:56:22: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=11, n_clusters=10, nmi=0.4685, ari=0.2479, ami=0.4683, time_cost=10025.8750s

2022-12-13 11:38:29: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=12, n_clusters=10, nmi=0.4491, ari=0.2249, ami=0.4490, time_cost=9727.2481s

2022-12-13 14:24:51: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=13, n_clusters=10, nmi=0.4326, ari=0.2087, ami=0.4324, time_cost=9981.2810s

2022-12-13 17:08:34: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=14, n_clusters=10, nmi=0.5073, ari=0.2788, ami=0.5072, time_cost=9822.4105s

2022-12-13 19:50:33: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=15, n_clusters=10, nmi=0.5913, ari=0.3836, ami=0.5912, time_cost=9718.8913s

2022-12-13 22:32:30: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=16, n_clusters=10, nmi=0.5480, ari=0.3354, ami=0.5479, time_cost=9717.6522s

2022-12-14 01:18:58: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=17, n_clusters=10, nmi=0.5863, ari=0.3860, ami=0.5862, time_cost=9987.2102s

2022-12-14 04:03:53: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=18, n_clusters=10, nmi=0.6489, ari=0.4656, ami=0.6488, time_cost=9894.6202s

2022-12-14 06:47:31: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=19, n_clusters=10, nmi=0.6143, ari=0.4077, ami=0.6142, time_cost=9817.8094s

2022-12-14 09:23:40: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=20, n_clusters=10, nmi=0.6027, ari=0.4099, ami=0.6026, time_cost=9369.2115s

2022-12-14 12:09:21: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=21, n_clusters=10, nmi=0.5938, ari=0.4036, ami=0.5936, time_cost=9940.8369s

2022-12-14 14:49:03: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=22, n_clusters=10, nmi=0.5251, ari=0.3051, ami=0.5250, time_cost=9581.4030s

2022-12-14 17:25:12: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=23, n_clusters=10, nmi=0.5591, ari=0.3460, ami=0.5590, time_cost=9369.7120s

2022-12-14 20:05:21: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=24, n_clusters=10, nmi=0.5135, ari=0.2727, ami=0.5134, time_cost=9608.8120s

2022-12-14 22:49:17: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=25, n_clusters=10, nmi=0.5961, ari=0.3772, ami=0.5960, time_cost=9835.8970s

