
2022-12-09 03:40:39: R15 datasets process: alg_name=DBSCAN, shape=(600, 2), k_neighbors=(eps:0.1,min_samples:2), n_clusters=15, nmi=0.7425, ari=0.2637, ami=0.7312, time_cost=0.0107s
2022-12-09 12:59:19: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:4), n_clusters=10, nmi=0.2671, ari=0.0638, ami=0.2603, time_cost=121.0981s

2022-12-09 13:01:22: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:5), n_clusters=10, nmi=0.2573, ari=0.0609, ami=0.2528, time_cost=122.6944s

2022-12-09 13:03:26: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:6), n_clusters=10, nmi=0.2499, ari=0.0588, ami=0.2473, time_cost=123.8500s

2022-12-09 13:05:32: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:7), n_clusters=10, nmi=0.2438, ari=0.0571, ami=0.2418, time_cost=126.2577s

2022-12-09 13:07:41: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:8), n_clusters=10, nmi=0.2397, ari=0.0559, ami=0.2383, time_cost=128.5003s

2022-12-09 13:09:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:9), n_clusters=10, nmi=0.2374, ari=0.0549, ami=0.2366, time_cost=127.5668s

2022-12-09 13:11:47: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:2), n_clusters=10, nmi=0.2984, ari=0.0778, ami=0.2618, time_cost=118.4745s

2022-12-09 13:13:48: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:3), n_clusters=10, nmi=0.2848, ari=0.0732, ami=0.2715, time_cost=120.5919s

2022-12-09 13:15:46: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:4), n_clusters=10, nmi=0.2726, ari=0.0691, ami=0.2661, time_cost=117.6428s

2022-12-09 13:17:46: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:5), n_clusters=10, nmi=0.2629, ari=0.0661, ami=0.2590, time_cost=120.1635s

2022-12-09 13:19:48: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:6), n_clusters=10, nmi=0.2642, ari=0.0641, ami=0.2615, time_cost=121.3761s

2022-12-09 13:21:52: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:7), n_clusters=10, nmi=0.2571, ari=0.0620, ami=0.2549, time_cost=124.2242s

2022-12-09 13:23:45: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:8), n_clusters=10, nmi=0.2518, ari=0.0603, ami=0.2502, time_cost=113.3164s

2022-12-09 13:25:47: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.7,min_samples:9), n_clusters=10, nmi=0.2463, ari=0.0588, ami=0.2452, time_cost=121.0251s

2022-12-09 13:27:46: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:2), n_clusters=10, nmi=0.2678, ari=0.0780, ami=0.2269, time_cost=118.9687s

2022-12-09 13:29:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:3), n_clusters=10, nmi=0.2491, ari=0.0735, ami=0.2343, time_cost=123.2877s

2022-12-09 13:31:50: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:4), n_clusters=10, nmi=0.2384, ari=0.0700, ami=0.2312, time_cost=121.0701s

2022-12-09 13:33:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:5), n_clusters=10, nmi=0.2306, ari=0.0675, ami=0.2264, time_cost=118.1116s

2022-12-09 13:35:48: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:6), n_clusters=10, nmi=0.2269, ari=0.0654, ami=0.2244, time_cost=118.6716s

2022-12-09 13:37:52: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:7), n_clusters=10, nmi=0.2245, ari=0.0638, ami=0.2225, time_cost=124.3744s

2022-12-09 13:39:52: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:8), n_clusters=10, nmi=0.2573, ari=0.0652, ami=0.2554, time_cost=119.4665s

2022-12-09 13:41:50: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.8,min_samples:9), n_clusters=10, nmi=0.2578, ari=0.0639, ami=0.2564, time_cost=117.9895s

2022-12-09 13:43:52: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:2), n_clusters=10, nmi=0.2773, ari=0.0843, ami=0.2357, time_cost=121.8989s

2022-12-09 13:45:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:3), n_clusters=10, nmi=0.2597, ari=0.0794, ami=0.2438, time_cost=117.1323s

2022-12-09 13:47:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:4), n_clusters=10, nmi=0.2491, ari=0.0756, ami=0.2408, time_cost=119.2354s

2022-12-09 13:49:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:5), n_clusters=10, nmi=0.2407, ari=0.0728, ami=0.2361, time_cost=119.9245s

2022-12-09 13:51:56: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:6), n_clusters=10, nmi=0.2366, ari=0.0707, ami=0.2338, time_cost=126.5126s

2022-12-09 13:54:00: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:7), n_clusters=10, nmi=0.2319, ari=0.0689, ami=0.2300, time_cost=124.3985s

2022-12-09 13:56:01: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:8), n_clusters=10, nmi=0.2275, ari=0.0670, ami=0.2263, time_cost=120.6111s

2022-12-09 13:58:04: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.9,min_samples:9), n_clusters=10, nmi=0.2249, ari=0.0656, ami=0.2237, time_cost=123.2007s

2022-12-09 14:00:04: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:2), n_clusters=10, nmi=0.2837, ari=0.0905, ami=0.2424, time_cost=119.8205s

2022-12-09 14:02:12: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:3), n_clusters=10, nmi=0.2669, ari=0.0857, ami=0.2517, time_cost=127.5580s

2022-12-09 14:04:10: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:4), n_clusters=10, nmi=0.2582, ari=0.0818, ami=0.2500, time_cost=117.6185s

2022-12-09 14:06:12: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:5), n_clusters=10, nmi=0.2503, ari=0.0785, ami=0.2453, time_cost=122.0500s

2022-12-09 14:08:16: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:6), n_clusters=10, nmi=0.2431, ari=0.0760, ami=0.2402, time_cost=124.5065s

2022-12-09 14:10:19: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:7), n_clusters=10, nmi=0.2415, ari=0.0742, ami=0.2393, time_cost=122.0963s

2022-12-09 14:12:21: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:8), n_clusters=10, nmi=0.2375, ari=0.0725, ami=0.2360, time_cost=122.3623s

2022-12-09 14:14:25: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.0,min_samples:9), n_clusters=10, nmi=0.2334, ari=0.0709, ami=0.2325, time_cost=123.5720s

2022-12-09 14:16:26: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:2), n_clusters=10, nmi=0.2913, ari=0.0975, ami=0.2503, time_cost=121.0343s

2022-12-09 14:18:25: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:3), n_clusters=10, nmi=0.2755, ari=0.0925, ami=0.2602, time_cost=118.0380s

2022-12-09 14:20:28: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:4), n_clusters=10, nmi=0.2664, ari=0.0884, ami=0.2584, time_cost=123.3275s

2022-12-09 14:22:27: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:5), n_clusters=10, nmi=0.2581, ari=0.0849, ami=0.2530, time_cost=118.4956s

2022-12-09 14:24:28: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:6), n_clusters=10, nmi=0.2545, ari=0.0824, ami=0.2509, time_cost=121.0744s

2022-12-09 14:26:29: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:7), n_clusters=10, nmi=0.2483, ari=0.0801, ami=0.2461, time_cost=120.6334s

2022-12-09 14:28:25: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:8), n_clusters=10, nmi=0.2444, ari=0.0783, ami=0.2428, time_cost=116.0333s

2022-12-09 14:30:23: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.1,min_samples:9), n_clusters=10, nmi=0.2447, ari=0.0769, ami=0.2433, time_cost=117.5104s

2022-12-09 14:32:30: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:2), n_clusters=10, nmi=0.3012, ari=0.1045, ami=0.2619, time_cost=126.7858s

2022-12-09 14:34:39: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:3), n_clusters=10, nmi=0.2872, ari=0.0995, ami=0.2726, time_cost=129.2532s

2022-12-09 14:36:38: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:4), n_clusters=10, nmi=0.2793, ari=0.0956, ami=0.2718, time_cost=118.3166s

2022-12-09 14:38:38: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:5), n_clusters=10, nmi=0.2699, ari=0.0919, ami=0.2650, time_cost=119.8380s

2022-12-09 14:40:45: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:6), n_clusters=10, nmi=0.2639, ari=0.0893, ami=0.2604, time_cost=127.0787s

2022-12-09 14:42:44: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:7), n_clusters=10, nmi=0.2574, ari=0.0866, ami=0.2551, time_cost=118.7246s

2022-12-09 14:44:45: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:8), n_clusters=10, nmi=0.2571, ari=0.0852, ami=0.2553, time_cost=121.1051s

2022-12-09 14:46:44: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.2,min_samples:9), n_clusters=10, nmi=0.2582, ari=0.0839, ami=0.2567, time_cost=118.1121s

2022-12-09 14:48:57: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:2), n_clusters=10, nmi=0.2816, ari=0.1033, ami=0.2412, time_cost=133.2358s

2022-12-09 14:50:58: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:3), n_clusters=10, nmi=0.2656, ari=0.0996, ami=0.2507, time_cost=121.1128s

2022-12-09 14:53:01: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:4), n_clusters=10, nmi=0.2640, ari=0.0979, ami=0.2565, time_cost=122.4785s

2022-12-09 14:55:02: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:5), n_clusters=10, nmi=0.2636, ari=0.0958, ami=0.2592, time_cost=120.7949s

2022-12-09 14:57:04: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:6), n_clusters=10, nmi=0.2762, ari=0.0963, ami=0.2733, time_cost=121.8713s

2022-12-09 14:59:07: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:7), n_clusters=10, nmi=0.2701, ari=0.0936, ami=0.2676, time_cost=122.7667s

2022-12-09 15:01:11: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:8), n_clusters=10, nmi=0.2645, ari=0.0915, ami=0.2627, time_cost=124.1062s

2022-12-09 15:03:17: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.3,min_samples:9), n_clusters=10, nmi=0.2607, ari=0.0897, ami=0.2593, time_cost=126.0551s

2022-12-09 15:05:19: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:2), n_clusters=10, nmi=0.2126, ari=0.0788, ami=0.1683, time_cost=122.0947s

2022-12-09 15:07:19: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:3), n_clusters=10, nmi=0.1881, ari=0.0778, ami=0.1715, time_cost=119.0969s

2022-12-09 15:09:21: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:4), n_clusters=10, nmi=0.1824, ari=0.0796, ami=0.1739, time_cost=121.8607s

2022-12-09 15:11:23: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:5), n_clusters=10, nmi=0.2665, ari=0.1014, ami=0.2622, time_cost=121.8135s

2022-12-09 15:13:31: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:6), n_clusters=10, nmi=0.2924, ari=0.1046, ami=0.2894, time_cost=128.1126s

2022-12-09 15:15:29: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:7), n_clusters=10, nmi=0.2849, ari=0.1014, ami=0.2827, time_cost=117.9739s

2022-12-09 15:17:40: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:8), n_clusters=10, nmi=0.2790, ari=0.0990, ami=0.2773, time_cost=130.2594s

2022-12-09 15:19:53: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.4,min_samples:9), n_clusters=10, nmi=0.2746, ari=0.0973, ami=0.2730, time_cost=132.9925s

2022-12-09 15:22:09: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:2), n_clusters=10, nmi=0.1808, ari=0.0661, ami=0.1360, time_cost=135.6810s

2022-12-09 15:24:09: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:3), n_clusters=10, nmi=0.1534, ari=0.0666, ami=0.1369, time_cost=119.9437s

2022-12-09 15:26:10: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:4), n_clusters=10, nmi=0.1756, ari=0.0766, ami=0.1683, time_cost=120.9196s

2022-12-09 15:28:09: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:5), n_clusters=10, nmi=0.2641, ari=0.1043, ami=0.2604, time_cost=119.1333s

2022-12-09 15:30:06: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:6), n_clusters=10, nmi=0.2613, ari=0.1032, ami=0.2584, time_cost=117.0990s

2022-12-09 15:32:08: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:7), n_clusters=10, nmi=0.2682, ari=0.1038, ami=0.2666, time_cost=122.0604s

2022-12-09 15:34:04: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:8), n_clusters=10, nmi=0.2706, ari=0.1026, ami=0.2692, time_cost=115.2870s

2022-12-09 15:36:01: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.5,min_samples:9), n_clusters=10, nmi=0.2666, ari=0.1005, ami=0.2653, time_cost=117.5111s

2022-12-09 15:38:04: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:2), n_clusters=10, nmi=0.1717, ari=0.0593, ami=0.1278, time_cost=121.9441s

2022-12-09 15:40:09: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:3), n_clusters=10, nmi=0.1442, ari=0.0606, ami=0.1285, time_cost=125.3130s

2022-12-09 15:42:11: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:4), n_clusters=10, nmi=0.1404, ari=0.0652, ami=0.1324, time_cost=121.7645s

2022-12-09 15:44:10: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:5), n_clusters=10, nmi=0.1683, ari=0.0752, ami=0.1645, time_cost=118.4587s

2022-12-09 15:46:23: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:6), n_clusters=10, nmi=0.1708, ari=0.0773, ami=0.1680, time_cost=133.7116s

2022-12-09 15:48:31: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:7), n_clusters=10, nmi=0.2636, ari=0.1054, ami=0.2619, time_cost=127.7345s

2022-12-09 15:50:34: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:8), n_clusters=10, nmi=0.2737, ari=0.1069, ami=0.2721, time_cost=122.2186s

2022-12-09 15:52:33: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.6,min_samples:9), n_clusters=10, nmi=0.2692, ari=0.1051, ami=0.2682, time_cost=119.4048s

2022-12-09 15:54:36: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:2), n_clusters=10, nmi=0.1581, ari=0.0505, ami=0.1156, time_cost=122.0843s

2022-12-09 15:56:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:3), n_clusters=10, nmi=0.1298, ari=0.0525, ami=0.1158, time_cost=133.0249s

2022-12-09 15:58:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:4), n_clusters=10, nmi=0.1274, ari=0.0575, ami=0.1201, time_cost=120.4106s

2022-12-09 16:00:50: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:5), n_clusters=10, nmi=0.1304, ari=0.0622, ami=0.1261, time_cost=120.6192s

2022-12-09 16:02:51: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:6), n_clusters=10, nmi=0.1316, ari=0.0652, ami=0.1289, time_cost=120.6853s

2022-12-09 16:04:56: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:7), n_clusters=10, nmi=0.2413, ari=0.0996, ami=0.2399, time_cost=124.8056s

2022-12-09 16:07:02: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:8), n_clusters=10, nmi=0.2399, ari=0.0997, ami=0.2388, time_cost=125.6389s

2022-12-09 16:09:10: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.7,min_samples:9), n_clusters=10, nmi=0.2666, ari=0.1076, ami=0.2657, time_cost=128.2127s

2022-12-09 16:11:20: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:2), n_clusters=10, nmi=0.1454, ari=0.0421, ami=0.1048, time_cost=129.8661s

2022-12-09 16:13:33: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:3), n_clusters=10, nmi=0.1193, ari=0.0445, ami=0.1052, time_cost=132.6945s

2022-12-09 16:15:37: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:4), n_clusters=10, nmi=0.1148, ari=0.0493, ami=0.1082, time_cost=124.3726s

2022-12-09 16:17:38: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:5), n_clusters=10, nmi=0.1170, ari=0.0540, ami=0.1135, time_cost=119.9636s

2022-12-09 16:19:43: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:6), n_clusters=10, nmi=0.1197, ari=0.0576, ami=0.1172, time_cost=125.3191s

2022-12-09 16:21:51: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:7), n_clusters=10, nmi=0.1255, ari=0.0612, ami=0.1236, time_cost=127.4452s

2022-12-09 16:23:54: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:8), n_clusters=10, nmi=0.1267, ari=0.0636, ami=0.1255, time_cost=123.0998s

2022-12-09 16:26:03: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.8,min_samples:9), n_clusters=10, nmi=0.1292, ari=0.0659, ami=0.1284, time_cost=128.7392s

2022-12-09 16:28:15: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:2), n_clusters=10, nmi=0.1313, ari=0.0335, ami=0.0934, time_cost=132.3263s

2022-12-09 16:30:24: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:3), n_clusters=10, nmi=0.1065, ari=0.0355, ami=0.0929, time_cost=128.5970s

2022-12-09 16:32:32: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:4), n_clusters=10, nmi=0.1053, ari=0.0413, ami=0.0983, time_cost=127.7460s

2022-12-09 16:34:39: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:5), n_clusters=10, nmi=0.1067, ari=0.0460, ami=0.1030, time_cost=126.9914s

2022-12-09 16:36:45: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:6), n_clusters=10, nmi=0.1117, ari=0.0503, ami=0.1089, time_cost=125.5073s

2022-12-09 16:38:51: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:7), n_clusters=10, nmi=0.1134, ari=0.0535, ami=0.1118, time_cost=125.6395s

2022-12-09 16:40:57: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:8), n_clusters=10, nmi=0.1181, ari=0.0566, ami=0.1169, time_cost=125.5031s

2022-12-09 16:42:55: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:4.9,min_samples:9), n_clusters=10, nmi=0.1187, ari=0.0587, ami=0.1181, time_cost=117.9749s

2022-12-09 16:44:54: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:2), n_clusters=10, nmi=0.1174, ari=0.0264, ami=0.0827, time_cost=119.4038s

2022-12-09 16:46:57: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:3), n_clusters=10, nmi=0.0934, ari=0.0282, ami=0.0818, time_cost=122.9662s

2022-12-09 16:49:00: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:4), n_clusters=10, nmi=0.0944, ari=0.0334, ami=0.0881, time_cost=122.6944s

2022-12-09 16:51:13: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:5), n_clusters=10, nmi=0.0975, ari=0.0381, ami=0.0933, time_cost=132.7130s

2022-12-09 16:53:17: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:6), n_clusters=10, nmi=0.1045, ari=0.0429, ami=0.1013, time_cost=123.6565s

2022-12-09 16:55:21: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:7), n_clusters=10, nmi=0.1043, ari=0.0456, ami=0.1025, time_cost=124.0776s

2022-12-09 16:57:33: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:8), n_clusters=10, nmi=0.1073, ari=0.0486, ami=0.1058, time_cost=131.1138s

2022-12-09 16:59:41: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:5.0,min_samples:9), n_clusters=10, nmi=0.1090, ari=0.0507, ami=0.1079, time_cost=128.6527s
